date,location_name,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper,deaths_mean_p100k_rate,deaths_lower_p100k_rate,deaths_upper_p100k_rate,totdea_mean_p100k_rate,totdea_lower_p100k_rate,totdea_upper_p100k_rate,deaths_mean_smoothed_p100k_rate,deaths_lower_smoothed_p100k_rate,deaths_upper_smoothed_p100k_rate,totdea_mean_smoothed_p100k_rate,totdea_lower_smoothed_p100k_rate,totdea_upper_smoothed_p100k_rate,confirmed_infections_p100k_rate,est_infections_mean_p100k_rate,est_infections_lower_p100k_rate,est_infections_upper_p100k_rate,inf_cuml_mean,inf_cuml_upper,inf_cuml_lower
2/4/20,United States of America,0,,,87,,,0,0,0,0,0,0,0,,,,0,,,0.02652611,,,0,0,0,0,0,0,0,0.014462599,0.011907561,0.019762546,47.43424984,64.81694787,39.05426697
2/5/20,United States of America,0,,,87,,,0.0004,4.00E-04,4.00E-04,0.0004,4.00E-04,4.00E-04,0,,,,0,,,0.02652611,,,1.22E-07,1.22E-07,1.22E-07,1.22E-07,1.22E-07,1.22E-07,0,0.01646208,0.013401858,0.023186798,101.4263704,140.8647141,83.00951112
2/6/20,United States of America,0,,,87,,,72.01288099,72.01288099,72.01288099,72.01328099,72.01328099,72.01328099,0,,,,0,,,0.02652611,,,0.02195657,0.02195657,0.02195657,0.021956692,0.021956692,0.021956692,0,0.018882045,0.015280688,0.027048159,163.3554624,229.5769226,133.1269189
2/7/20,United States of America,0,,,87,,,0.007697398,0.007697398,0.007697398,72.02097839,72.02097839,72.02097839,0,,,,0,,,0.02652611,,,2.35E-06,2.35E-06,2.35E-06,0.021959039,0.021959039,0.021959039,0,0.021797541,0.017488473,0.03153112,234.8467604,332.9922903,190.485392
2/8/20,United States of America,0,,,87,,,0.007664814,0.007664814,0.007664814,72.0286432,72.0286432,72.0286432,0,,,,0,,,0.02652611,,,2.34E-06,2.34E-06,2.34E-06,0.021961376,0.021961376,0.021961376,0,0.02529809,0.020189429,0.036666021,317.8191135,453.249039,256.7024264
2/9/20,United States of America,0,,,87,,,0.004464001,0.004464001,0.004464001,72.0331072,72.0331072,72.0331072,0,,,,0,,,0.02652611,,,1.36E-06,1.36E-06,1.36E-06,0.021962737,0.021962737,0.021962737,0,0.029695557,0.023645427,0.043252253,415.2142244,595.1072281,334.2543986
2/10/20,United States of America,0,,,87,,,0.001228559,0.001228559,0.001228559,72.03433576,72.03433576,72.03433576,0,,,,0,,,0.02652611,,,3.75E-07,3.75E-07,3.75E-07,0.021963112,0.021963112,0.021963112,0,0.035386222,0.028299891,0.051431023,531.2735051,763.7900457,427.0720204
2/11/20,United States of America,0,,,87,,,0.010238783,0.010238783,0.010238783,72.04457454,72.04457454,72.04457454,1,,,,0,,,0.02652611,,,3.12E-06,3.12E-06,3.12E-06,0.021966234,0.021966234,0.021966234,0.000304898,0.045049977,0.036808147,0.06398136,679.027848,973.6352985,547.7949123
2/12/20,United States of America,0,,,87,,,0.018106857,0.018106857,0.018106857,72.0626814,72.0626814,72.0626814,0,,,,0,,,0.02652611,,,5.52E-06,5.52E-06,5.52E-06,0.021971755,0.021971755,0.021971755,0,0.05400032,0.044434352,0.076806214,856.1374118,1225.543343,693.5301363
2/13/20,United States of America,0,,,87,,,0.019560437,0.019560437,0.019560437,72.08224184,72.08224184,72.08224184,1,,,,0,,,0.02652611,,,5.96E-06,5.96E-06,5.96E-06,0.021977718,0.021977718,0.021977718,0.000304898,0.064454276,0.053468724,0.090130639,1067.533727,1521.152667,868.8961798
2/14/20,United States of America,0,,,87,,,0.012190732,0.012190732,0.012190732,72.09443257,72.09443257,72.09443257,0,,,,0,,,0.02652611,,,3.72E-06,3.72E-06,3.72E-06,0.021981435,0.021981435,0.021981435,0,0.079656375,0.06674767,0.11034828,1328.789694,1883.071554,1087.814339
2/15/20,United States of America,0,,,87,,,0.00504662,0.00504662,0.00504662,72.09947919,72.09947919,72.09947919,0,,,,0,,,0.02652611,,,1.54E-06,1.54E-06,1.54E-06,0.021982974,0.021982974,0.021982974,0,0.10088597,0.085638489,0.137413423,1659.674216,2333.758354,1368.690369
2/16/20,United States of America,0,,,87,,,0.011186159,0.011186159,0.011186159,72.11066535,72.11066535,72.11066535,0,,,,0,,,0.02652611,,,3.41E-06,3.41E-06,3.41E-06,0.021986385,0.021986385,0.021986385,0,0.127817503,0.109641755,0.170959049,2078.888439,2894.467672,1728.292005
2/17/20,United States of America,0,,,87,,,0.017761782,0.017761782,0.017761782,72.12842713,72.12842713,72.12842713,0,,,,0,,,0.02652611,,,5.42E-06,5.42E-06,5.42E-06,0.0219918,0.0219918,0.0219918,0,0.167006842,0.145448919,0.218669888,2626.635357,3611.658391,2205.333521
2/18/20,United States of America,0,,,87,,,0.027866025,0.027866025,0.027866025,72.15629316,72.15629316,72.15629316,0,,,,0,,,0.02652611,,,8.50E-06,8.50E-06,8.50E-06,0.022000297,0.022000297,0.022000297,0,0.223483346,0.196299953,0.285809292,3359.613195,4549.052078,2849.155615
2/19/20,United States of America,0,,,87,,,0.032406493,0.032406493,0.032406493,72.18869965,72.18869965,72.18869965,0,,,,0,,,0.02652611,,,9.88E-06,9.88E-06,9.88E-06,0.022010177,0.022010177,0.022010177,0,0.295195635,0.262854845,0.371501413,4327.79209,5767.497694,3711.263599
2/20/20,United States of America,0,,,87,,,0.05972798,0.05972798,0.05972798,72.24842763,72.24842763,72.24842763,0,,,,0,,,0.02652611,,,1.82E-05,1.82E-05,1.82E-05,0.022028388,0.022028388,0.022028388,0,0.389397972,0.348964657,0.486747874,5604.934613,7363.92719,4855.79345
2/21/20,United States of America,0,,,87,,,0.109871025,0.109871025,0.109871025,72.35829866,72.35829866,72.35829866,2,,,,0,,,0.02652611,,,3.35E-05,3.35E-05,3.35E-05,0.022061888,0.022061888,0.022061888,0.000609796,0.517312507,0.465530254,0.639063255,7301.609603,9459.918738,6382.633664
2/22/20,United States of America,0,,,87,,,0.205086547,0.205086547,0.205086547,72.5633852,72.5633852,72.5633852,5,,,,0,,,0.02652611,,,6.25E-05,6.25E-05,6.25E-05,0.022124418,0.022124418,0.022124418,0.001524489,0.689964309,0.617883199,0.837792403,9564.545779,12207.69962,8409.159132
2/23/20,United States of America,0,,,87,,,0.344800383,0.344800383,0.344800383,72.90818559,72.90818559,72.90818559,0,,,,0,,,0.02652611,,,0.000105129,0.000105129,0.000105129,0.022229547,0.022229547,0.022229547,0,0.920244329,0.820868392,1.107511634,12582.75144,15840.10221,11101.43286
2/24/20,United States of America,1,,,88,,,0.509882767,0.509882767,0.509882767,73.41806835,73.41806835,73.41806835,-5,,,,0.000304898,,,0.026831008,,,0.000155462,0.000155462,0.000155462,0.022385009,0.022385009,0.022385009,-0.001524489,1.223920628,1.082939199,1.471294568,16596.95077,20665.63545,14653.24309
2/25/20,United States of America,0,,,88,,,0.716621621,0.716621621,0.716621621,74.13468997,74.13468997,74.13468997,0,,,,0,,,0.026831008,,,0.000218496,0.000218496,0.000218496,0.022603505,0.022603505,0.022603505,0,1.618948073,1.392607932,1.937389791,21906.7561,27019.86188,19220.7009
2/26/20,United States of America,2,,,90,,,0.964815774,0.964815774,0.964815774,75.09950575,75.09950575,75.09950575,0,,,,0.000609796,,,0.027440804,,,0.00029417,0.00029417,0.00029417,0.022897676,0.022897676,0.022897676,0,2.125317568,1.784144693,2.528332912,28877.34567,35312.25605,25072.316
2/27/20,United States of America,0,,,90,,,1.261555525,1.261555525,1.261555525,76.36106127,76.36106127,76.36106127,1,,,,0,,,0.027440804,,,0.000384646,0.000384646,0.000384646,0.023282321,0.023282321,0.023282321,0.000304898,2.764585823,2.282101366,3.287303435,37944.59914,46093.91211,32557.12308
2/28/20,United States of America,2,,,92,,,1.617171394,1.617171394,1.617171394,77.97823267,77.97823267,77.97823267,0,,,,0.000609796,,,0.0280506,,,0.000493072,0.000493072,0.000493072,0.023775393,0.023775393,0.023775393,0,3.559206492,2.893735644,4.201287088,49618.03939,59873.24014,42047.96049
2/29/20,United States of America,1,,,93,,,2.009059641,2.009059641,2.009059641,79.98729231,79.98729231,79.98729231,1,,,,0.000304898,,,0.028355497,,,0.000612558,0.000612558,0.000612558,0.024387951,0.024387951,0.024387951,0.000304898,4.53895626,3.647645377,5.273829527,64504.85048,77170.27924,54011.46147
3/1/20,United States of America,3,,,96,,,2.415904869,2.415904869,2.415904869,82.40319718,82.40319718,82.40319718,1,,,,0.000914693,,,0.029270191,,,0.000736604,0.000736604,0.000736604,0.025124555,0.025124555,0.025124555,0.000304898,5.712840609,4.532065209,6.615370671,83241.75255,98867.28795,68875.67138
3/2/20,United States of America,3,,,99,,,2.811383425,2.811383425,2.811383425,85.2145806,85.2145806,85.2145806,39,,,,0.000914693,,,0.030184884,,,0.000857185,0.000857185,0.000857185,0.02598174,0.02598174,0.02598174,0.011891015,7.10573785,5.610151808,8.202664043,106547.0613,125770.2813,87275.77603
3/3/20,United States of America,3,,,102,,,3.170090868,3.170090868,3.170090868,88.38467147,88.38467147,88.38467147,23,,,,0.000914693,,,0.031099578,,,0.000966554,0.000966554,0.000966554,0.026948294,0.026948294,0.026948294,0.00701265,8.73363137,6.843588619,10.13043381,135191.5145,158995.9494,109721.2911
3/4/20,United States of America,3,,,105,,,3.482841523,3.482841523,3.482841523,91.86751299,91.86751299,91.86751299,34,,,,0.000914693,,,0.032014271,,,0.001061911,0.001061911,0.001061911,0.028010205,0.028010205,0.028010205,0.010366526,10.60802557,8.291954435,12.2576588,169983.5821,199198.4631,136917.1379
3/5/20,United States of America,5,,,110,,,3.86712917,3.86712917,3.86712917,95.73464216,95.73464216,95.73464216,44,,,,0.001524489,,,0.03353876,,,0.001179079,0.001179079,0.001179079,0.029189284,0.029189284,0.029189284,0.013415504,12.73487689,9.990379092,14.67687886,211751.2696,247335.504,169683.4564
3/6/20,United States of America,6.1,,,116.1,,,4.215921075,4.215921075,4.215921075,99.95056324,99.95056324,99.95056324,70,,,,0.001859877,,,0.035398637,,,0.001285425,0.001285425,0.001285425,0.030474709,0.030474709,0.030474709,0.021342847,15.11380395,11.6846142,17.33687621,261321.3318,304196.7704,208006.5056
3/7/20,United States of America,1.1,,,117.2,,,4.264886689,4.264886689,4.264886689,104.2154499,104.2154499,104.2154499,121,,,,0.000335388,,,0.035734025,,,0.001300355,0.001300355,0.001300355,0.031775064,0.031775064,0.031775064,0.036892636,17.73764316,13.302106,20.32370821,319497.0286,370854.2105,251634.5839
3/8/20,United States of America,7.1,,,124.3,,,4.352901594,4.352901594,4.352901594,108.5683515,108.5683515,108.5683515,157.5,,,,0.002164775,,,0.037898799,,,0.00132719,0.00132719,0.00132719,0.033102254,0.033102254,0.033102254,0.048021407,20.59236572,15.34304891,23.64382093,387035.6081,448400.9141,301956.5209
3/9/20,United States of America,4.1,,,128.4,,,4.840794378,4.840794378,4.840794378,113.4091459,113.4091459,113.4091459,158.5,,,,0.001250081,,,0.03914888,,,0.001475948,0.001475948,0.001475948,0.034578201,0.034578201,0.034578201,0.048326305,23.65722844,17.56380204,27.05228144,464626.2855,537126.6432,359562.0557
3/10/20,United States of America,5.1,,,133.5,,,5.268384288,5.268384288,5.268384288,118.6775302,118.6775302,118.6775302,285.5,,,,0.001554979,,,0.040703859,,,0.001606319,0.001606319,0.001606319,0.03618452,0.03618452,0.03618452,0.087048328,26.90519214,19.83605473,30.78758106,552869.5929,638103.3605,424620.0961
3/11/20,United States of America,5.1,,,138.6,,,6.250372615,6.250372615,6.250372615,124.9279028,124.9279028,124.9279028,316.5,,,,0.001554979,,,0.042258838,,,0.001905725,0.001905725,0.001905725,0.038090245,0.038090245,0.038090245,0.09650016,30.30352971,22.36067652,34.62463274,652258.7248,751664.7912,497958.359
3/12/20,United States of America,6.1,,,144.7,,,8.175179162,8.175179162,8.175179162,133.103082,133.103082,133.103082,414,,,,0.001859877,,,0.044118715,,,0.002492594,0.002492594,0.002492594,0.04058284,0.04058284,0.04058284,0.126227698,33.81477251,25.12217754,38.44374924,763163.9862,877752.1117,580353.7578
3/13/20,United States of America,4.1,,,148.8,,,10.87643269,10.87643269,10.87643269,143.9795147,143.9795147,143.9795147,571,,,,0.001250081,,,0.045368796,,,0.003316201,0.003316201,0.003316201,0.04389904,0.04389904,0.04389904,0.174096656,37.39783824,27.63726357,42.43369154,885820.9411,1016925.594,670998.1038
3/14/20,United States of America,13.1,,,161.9,,,14.53700875,14.53700875,14.53700875,158.5165234,158.5165234,158.5165234,779,,,,0.003994161,,,0.049362957,,,0.004432302,0.004432302,0.004432302,0.048331343,0.048331343,0.048331343,0.237515402,41.00920244,30.02499471,46.20934288,1020322.402,1168482.41,769473.7001
3/15/20,United States of America,16.1,,,178,,,19.46900467,19.46900467,19.46900467,177.9855281,177.9855281,177.9855281,888,,,,0.004908855,,,0.054271812,,,0.005936057,0.005936057,0.005936057,0.0542674,0.0542674,0.0542674,0.270749265,44.60414095,32.8267651,50.26057511,1166614.497,1333326.406,877138.5074
3/16/20,United States of America,27.33333333,,,205.3333333,,,26.65000437,26.65000437,26.65000437,204.6355324,204.6355324,204.6355324,1132,,,,0.008333874,,,0.062605686,,,0.008125528,0.008125528,0.008125528,0.062392928,0.062392928,0.062392928,0.345144333,48.13794271,34.976545,54.2907029,1324496.71,1511388.364,991854.1355
3/17/20,United States of America,31.33333333,,,236.6666667,,,36.39749144,36.39749144,36.39749144,241.0330239,241.0330239,241.0330239,1969,,,,0.009553465,,,0.072159151,,,0.011097516,0.011097516,0.011097516,0.073490444,0.073490444,0.073490444,0.600343809,51.56703159,37.08261146,58.10517538,1493625.606,1701960.98,1113477.214
3/18/20,United States of America,30.33333333,,,267,,,49.03700694,49.03700694,49.03700694,290.0700308,290.0700308,290.0700308,2306,,,,0.009248567,,,0.081407718,,,0.014951277,0.014951277,0.014951277,0.08844172,0.08844172,0.08844172,0.703094375,54.85014009,40.00581288,61.59092891,1673522.399,1903966.126,1244687.771
3/19/20,United States of America,85,,,352,,,65.36034966,65.36034966,65.36034966,355.4303805,355.4303805,355.4303805,6820,,,,0.025916315,,,0.107324033,,,0.019928228,0.019928228,0.019928228,0.108369948,0.108369948,0.108369948,2.079403137,57.94941631,43.36404917,64.93645235,1863584.158,2116943.878,1386912.628
3/20/20,United States of America,76,,,428,,,85.80323581,85.80323581,85.80323581,441.2336163,441.2336163,441.2336163,7462,,,,0.023172234,,,0.130496267,,,0.02616122,0.02616122,0.02616122,0.134531168,0.134531168,0.134531168,2.275147538,60.83136358,46.00422278,68.16681901,2063098.092,2340516.545,1537796.694
3/21/20,United States of America,83,,,511,,,111.1137075,111.1137075,111.1137075,552.3473238,552.3473238,552.3473238,8095,,,,0.025306519,,,0.155802786,,,0.033878327,0.033878327,0.033878327,0.168409495,0.168409495,0.168409495,2.468147859,63.46753607,48.84631015,70.7525792,2271258.111,2572569.956,1698002.201
3/22/20,United States of America,123,,,634,,,142.3281477,142.3281477,142.3281477,694.6754715,694.6754715,694.6754715,1626,,,,0.037502432,,,0.193305218,,,0.043395542,0.043395542,0.043395542,0.211805037,0.211805037,0.211805037,0.495763857,65.83483817,51.20720014,73.24859298,2487182.377,2812809.761,1865950.926
3/23/20,United States of America,131,,,765,,,180.7313651,180.7313651,180.7313651,875.4068365,875.4068365,875.4068365,10578,,,,0.039941615,,,0.233246833,,,0.055104599,0.055104599,0.055104599,0.266909637,0.266909637,0.266909637,3.225209148,67.91575071,53.9391662,75.62170752,2709931.593,3060832.877,2042859.918
3/24/20,United States of America,216,,,981,,,227.7710054,227.7710054,227.7710054,1103.177842,1103.177842,1103.177842,10369,,,,0.065857929,,,0.299104762,,,0.069446883,0.069446883,0.069446883,0.33635652,0.33635652,0.33635652,3.161485503,69.69859238,55.62995073,77.5132319,2938528.151,3315059.79,2225314.324
3/25/20,United States of America,281,,,1262,,,285.052494,285.0447921,285.0447921,1388.230336,1388.222634,1388.222634,14603,,,,0.085676288,,,0.38478105,,,0.086911884,0.086909536,0.086909536,0.423268404,0.423266056,0.423266056,4.452422876,71.17725947,56.96801739,79.54510572,3171974.423,3575950.818,2412157.304
3/26/20,United States of America,313,,,1575,,,354.3416717,354.3116717,354.3116717,1742.572008,1742.534306,1742.534306,17142,,,,0.095433018,,,0.480214068,,,0.108038003,0.108028857,0.108028857,0.531306408,0.531294912,0.531294912,5.226558443,72.35089919,58.02536835,81.25277311,3409269.983,3842442.631,2602468.17
3/27/20,United States of America,446,,,2021,,,437.794684,437.5577441,441.350517,2180.366692,2180.09205,2183.884823,16824,,,,0.135984428,,,0.616198496,,,0.133482645,0.133410403,0.134566811,0.664789053,0.664705315,0.665861723,5.129600936,73.22357101,59.68362464,82.58704237,3649427.721,4113310.564,2798217.764
3/28/20,United States of America,577,,,2598,,,538.029219,536.2088552,540.9491025,2718.395911,2716.300905,2724.577703,20968,,,,0.175926043,,,0.792124538,,,0.164043936,0.163488911,0.164934202,0.828832989,0.828194226,0.830717804,6.393097505,73.80375304,61.43155979,83.90779777,3891488.333,4388510.293,2999700.214
3/29/20,United States of America,485,,,3083,,,654.8174229,650.613073,656.3396779,3373.213334,3366.913978,3380.514517,18460.5,,,,0.147875443,,,0.939999981,,,0.199652405,0.198370508,0.200116537,1.028485394,1.026564734,1.030711509,5.62856622,74.10378703,62.25108508,84.89303865,4134532.993,4666941.403,3203870.532
3/30/20,United States of America,640,,,3723,,,785.5489797,784.3654324,786.9341939,4158.762313,4151.576002,4166.969787,21910.5,,,,0.195134605,,,1.135134587,,,0.239512172,0.239151311,0.239934521,1.267997566,1.265806476,1.270500007,6.680463701,74.1393231,62.53748227,85.42332901,4377694.203,4947111.753,3408980.172
3/31/20,United States of America,1054,,,4777,,,929.1748274,928.0088184,930.6710762,5087.937141,5079.902904,5097.544475,25886,,,,0.321362303,,,1.45649689,,,0.28330338,0.282947866,0.283759583,1.551300946,1.548851325,1.554230202,7.892584987,73.92867861,62.74154494,85.84225734,4620164.544,5228656.098,3614759.094
4/1/20,United States of America,1137.25,,,5914.25,,,1082.36586,1081.229725,1083.864293,6170.303,6161.412656,6181.105986,25909,,,,0.346745047,,,1.803241936,,,0.330010992,0.329664587,0.330467861,1.881311938,1.878601292,1.884605745,7.899597637,73.49215526,62.86593135,85.8813347,4861203.182,5510328.609,3820945.978
4/2/20,United States of America,1266.25,,,7180.5,,,1240.111443,1239.088814,1241.442398,7410.414443,7400.67739,7422.083127,30086,,,,0.386076865,,,2.189318802,,,0.378107276,0.377795479,0.378513082,2.259419214,2.256450408,2.262976971,9.173155834,72.8514841,62.88845823,85.4934817,5100140.554,5790729.044,4027206.744
4/3/20,United States of America,1573.25,,,8753.75,,,1395.995223,1395.139295,1397.103201,8806.409666,8796.047059,8818.942427,32635,,,,0.479680496,,,2.668999298,,,0.425635901,0.425374931,0.425973721,2.685055116,2.681895579,2.688876327,9.95034038,72.02930717,62.80846367,84.95889125,5336381.361,6069376.137,4233205.146
4/4/20,United States of America,1659.75,,,10413.5,,,1531.102756,1531.102756,1531.102756,10337.51242,10327.14981,10350.04518,33513,,,,0.506054158,,,3.175053456,,,0.466829894,0.466829894,0.466829894,3.151885009,3.148725473,3.155706221,10.21804067,71.04844949,62.63606921,84.26891573,5569405.163,6345760.256,4438638.13
4/5/20,United States of America,1358.5,,,11772,,,1682.257974,1682.257974,1682.257974,12019.7704,12009.40779,12032.30316,28305,,,,0.414203689,,,3.589257146,,,0.51291679,0.51291679,0.51291679,3.664801799,3.661642263,3.668623011,8.630132816,69.93152231,61.8124881,83.42365189,5798765.682,6619372.09,4641369.943
4/6/20,United States of America,1216.5,,,12988.5,,,1788.811801,1788.811801,1788.811801,13808.5822,13798.21959,13821.11496,30000,,,,0.370908199,,,3.960165345,,,0.54540482,0.54540482,0.54540482,4.210206619,4.207047083,4.214027831,9.146934622,68.70052986,60.71800258,82.37889241,6024088.807,6889557.335,4840512.077
4/7/20,United States of America,2339,,,15327.5,,,1894.531005,1894.531005,1894.531005,15703.1132,15692.75059,15715.64596,31360.5,,,,0.713156003,,,4.673321347,,,0.577638375,0.577638375,0.577638375,4.787844994,4.784685458,4.791666205,9.561748107,67.37640708,59.58260446,81.02316953,6245069.091,7155296.098,5035930.346
4/8/20,United States of America,2244,,,17571.5,,,1983.547044,1983.547044,1983.547044,17686.66025,17676.29764,17699.19301,33065.5,,,,0.68419071,,,5.357512057,,,0.604779171,0.604779171,0.604779171,5.392624165,5.389464629,5.396445376,10.08159889,65.97857596,58.30614699,79.68661047,6461464.787,7416651.231,5227162.107
4/9/20,United States of America,2132,,,19703.5,,,2056.071493,2056.071493,2056.071493,19742.73174,19732.36913,19755.2645,32905,,,,0.650042154,,,6.007554211,,,0.626891718,0.626891718,0.626891718,6.019515883,6.016356346,6.023337094,10.03266279,64.52500518,56.92858498,78.18247477,6673093.079,7673073.118,5413875.757
4/10/20,United States of America,2169.5,,,21873,,,2113.368019,2113.368019,2113.368019,21856.09976,21845.73715,21868.63252,34246.5,,,,0.661475822,,,6.669030033,,,0.644361303,0.644361303,0.644361303,6.663877186,6.66071765,6.667698397,10.44168322,63.03198802,55.67043819,76.87043562,6879824.593,7925191.797,5596462.953
4/11/20,United States of America,2146,,,24019,,,2157.204105,2157.204105,2157.204105,24013.30386,24002.94126,24025.83662,30014,,,,0.654310723,,,7.323340756,,,0.65772683,0.65772683,0.65772683,7.321604017,7.31844448,7.325425228,9.151203191,61.51395237,54.38737853,76.00060965,7081577.273,8174457.631,5774841.986
4/12/20,United States of America,1851,,,25870,,,2189.299426,2189.299426,2189.299426,26202.60329,26192.24068,26215.13605,28925.5,,,,0.564365866,,,7.887706622,,,0.667512624,0.667512624,0.667512624,7.989116641,7.985957104,7.992937852,8.819321914,59.98363577,53.13532464,74.63972011,7278310.839,8419260.037,5949114.549
4/13/20,United States of America,1856,,,27726,,,2211.648558,2211.648558,2211.648558,28414.25185,28403.88924,28426.78461,26330,,,,0.565890355,,,8.453596978,,,0.674326825,0.674326825,0.674326825,8.663443466,8.66028393,8.667264677,8.02795962,58.45217081,51.92251289,72.89430356,7470021.527,8658337.848,6119409.347
4/14/20,United States of America,2703.5,,,30429.5,,,2226.517898,2226.517898,2226.517898,30640.76975,30630.40714,30653.30251,27380,,,,0.824291258,,,9.277888236,,,0.678860455,0.678860455,0.678860455,9.342303921,9.339144385,9.346125132,8.348102332,56.92918459,50.81226271,71.97817018,7656737.143,8894410.936,6286062.761
4/15/20,United States of America,2632.5,,,33062,,,2236.370663,2236.370663,2236.370663,32877.14041,32866.7778,32889.67317,29439,,,,0.802643513,,,10.08053175,,,0.681864541,0.681864541,0.681864541,10.02416846,10.02100893,10.02798967,8.975886944,55.42289876,49.53288161,70.79170715,7838512.463,9126592.678,6448520.077
4/16/20,United States of America,2254,,,35316,,,2243.103777,2243.103777,2243.103777,35120.24419,35109.88158,35132.77695,32010.5,,,,0.687239688,,,10.76777144,,,0.683917453,0.683917453,0.683917453,10.70808592,10.70492638,10.71190713,9.75993169,53.94011692,48.15830332,68.77405535,8015424.573,9352156.952,6606469.069
4/17/20,United States of America,2320,,,37636,,,2247.482567,2247.482567,2247.482567,37367.72675,37357.36414,37380.25951,31957.5,,,,0.707362944,,,11.47513438,,,0.685252537,0.685252537,0.685252537,11.39333845,11.39017892,11.39715966,9.743772106,52.48633501,46.90296775,66.82696027,8187568.588,9571335.167,6760300.827
4/18/20,United States of America,2087,,,39723,,,2249.465403,2249.465403,2249.465403,39617.19216,39606.82955,39629.72492,28404,,,,0.636321752,,,12.11145613,,,0.685857099,0.685857099,0.685857099,12.07919555,12.07603602,12.08301676,8.6603177,51.06610132,45.7269274,65.3831592,8355054.539,9785778.022,6910275.422
4/19/20,United States of America,2118,,,41841,,,2248.155123,2248.155123,2248.155123,41865.34728,41854.98467,41877.88004,27056,,,,0.645773584,,,12.75722972,,,0.685457598,0.685457598,0.685457598,12.76465315,12.76149361,12.76847436,8.249315438,49.68302586,44.57453787,63.47221848,8518004.296,9993953.398,7056470.426
4/20/20,United States of America,1979,,,43820,,,2242.372303,2242.372303,2242.372303,44107.71958,44097.35697,44120.25234,27203,,,,0.603392787,,,13.3606225,,,0.683694428,0.683694428,0.683694428,13.44834758,13.44518804,13.45216879,8.294135417,48.33985649,43.49921341,61.36446493,8676548.743,10195215.79,7199138.593
4/21/20,United States of America,2442,,,46262,,,2230.445664,2230.445664,2230.445664,46338.16524,46327.80264,46350.69801,26150,,,,0.744560478,,,14.10518298,,,0.680058022,0.680058022,0.680058022,14.1284056,14.12524606,14.13222681,7.973078012,47.03859138,42.3074785,60.08432374,8830825.318,10392279.59,7337898.124
4/22/20,United States of America,2553,,,48815,,,2210.18577,2210.18577,2210.18577,48548.35102,48537.98841,48560.88378,29177,,,,0.778404136,,,14.88358712,,,0.673880825,0.673880825,0.673880825,14.80228642,14.79912689,14.80610764,8.896003715,45.78068201,41.14933332,58.94837218,8980976.217,10585617.72,7472859.185
4/23/20,United States of America,2457,,,51272,,,2180.64412,2180.64412,2180.64412,50728.99514,50718.63253,50741.5279,33603,,,,0.749133946,,,15.63272106,,,0.66487364,0.66487364,0.66487364,15.46716006,15.46400053,15.47098128,10.24548147,44.56716287,40.09123911,57.28110888,9127147.032,10773487.57,7604349.922
4/24/20,United States of America,2218,,,53490,,,2143.321395,2143.321395,2143.321395,52872.31653,52861.95392,52884.84929,36598,,,,0.676263366,,,16.30898443,,,0.653494023,0.653494023,0.653494023,16.12065409,16.11749455,16.1244753,11.15865044,43.39861914,39.02834217,55.34444558,9269485.272,10955005.58,7732354.582
4/25/20,United States of America,1780.5,,,55270.5,,,2100.868649,2100.868649,2100.868649,54973.18518,54962.82257,54985.71794,33637,,,,0.54287057,,,16.851855,,,0.640550273,0.640550273,0.640550273,16.76120436,16.75804482,16.76502557,10.255848,42.27520684,38.02032246,53.19151998,9408138.958,11129462.45,7857053.153
4/26/20,United States of America,1407.5,,,56678,,,2056.248877,2056.248877,2056.248877,57029.43406,57019.07145,57041.96682,26950,,,,0.429143683,,,17.28099868,,,0.626945801,0.626945801,0.626945801,17.38815016,17.38499062,17.39197137,8.216996269,41.19676763,36.95206256,51.79844652,9543255.594,11299350.34,7978248.059
4/27/20,United States of America,1580.666667,,,58258.66667,,,2012.198547,2012.198547,2012.198547,59041.6326,59031.27,59054.16536,23484,,,,0.481941822,,,17.76294051,,,0.613514952,0.613514952,0.613514952,18.00166511,17.99850558,18.00548632,7.160220422,40.16292285,35.9674497,50.23288774,9674981.438,11464103.52,8096213.643
4/28/20,United States of America,2406.666667,,,60665.33333,,,1971.457742,1971.457742,1971.457742,61013.09035,61002.72774,61025.62311,24676,,,,0.733787422,,,18.49672793,,,0.601093169,0.601093169,0.601093169,18.60275828,18.59959875,18.60657949,7.523658624,39.17314097,34.95399622,48.86076913,9803461.008,11624356.45,8210855.316
4/29/20,United States of America,2588.666667,,,63254,,,1936.491882,1936.491882,1936.491882,62949.58223,62939.21962,62962.11499,27911,,,,0.789278825,,,19.28600675,,,0.590432155,0.590432155,0.590432155,19.19319044,19.1900309,19.19701165,8.510003074,38.22681066,33.969902,47.55999231,9928836.816,11780343.11,8322269.369
4/30/20,United States of America,2206,,,65460,,,1908.306949,1908.306949,1908.306949,64857.88918,64847.52657,64870.42194,29785,,,,0.672604593,,,19.95861134,,,0.58183863,0.58183863,0.58183863,19.77502907,19.77186953,19.77885028,9.08138159,37.32326318,32.98548657,46.56079123,10051249.18,11933052.6,8430454.749
